Data File Name,2100 expert_Eukaryote Total RNA Nano_DE13805377_2020-05-25_11-42-52.xad
23.9,-6.707438E-02
23.95,-0.1089315
24,-0.1830208
24.05,-0.1849471
24.1,-0.1133471
24.15,-0.0384009
24.2,3.073682E-02
24.25,4.005302E-02
24.3,0.0285144
24.35,7.158517E-03
24.4,-1.109895E-02
24.45,-4.313268E-02
24.5,-7.423718E-02
24.55,-9.928924E-02
24.6,-0.1290047
24.65,-0.1230701
24.7,-0.1266467
24.75,-0.1392126
24.8,-9.488121E-02
24.85,-2.334835E-02
24.9,2.677316E-02
24.95,7.867529E-02
25,0.1553844
25.05,0.2604264
25.1,0.3631558
25.15,0.4528621
25.2,0.501733
25.25,0.5462394
25.3,0.5902489
25.35,0.5850515
25.4,0.5458315
25.45,0.4781312
25.5,0.4106044
25.55,0.3816335
25.6,0.3817033
25.65,0.3987536
25.7,0.4161415
25.75,0.4420327
25.8,0.4980527
25.85,0.5197985
25.9,0.4919627
25.95,0.4409202
26,0.3908546
26.05,0.3438278
26.1,0.3296914
26.15,0.3325036
26.2,0.3132101
26.25,0.3256939
26.3,0.3512726
26.35,0.4034987
26.4,0.4313358
26.45,0.4696555
26.5,0.5221407
26.55,0.6019283
26.6,0.7464609
26.65,0.947288
26.7,1.217899
26.75,1.527695
26.8,1.839885
26.85,2.038672
26.9,1.998609
26.95,1.750196
27,1.453048
27.05,1.209862
27.1,1.175717
27.15,1.467549
27.2,2.059688
27.25,2.664238
27.3,3.08992
27.35,3.162943
27.4,2.804806
27.45,2.239078
27.5,1.692694
27.55,1.269626
27.6,0.9109491
27.65,0.6588346
27.7,0.5035887
27.75,0.3918221
27.8,0.4237802
27.85,0.7456669
27.9,1.516485
27.95,2.53021
28,3.205815
28.05,3.113914
28.1,2.357607
28.15,1.393596
28.2,0.6829671
28.25,0.4350066
28.3,0.4828334
28.35,0.5127972
28.4,0.45069
28.45,0.3494695
28.5,0.2529384
28.55,0.1590144
28.6,5.455257E-02
28.65,-1.929721E-04
28.7,-4.942849E-02
28.75,-7.923251E-02
28.8,-7.312851E-02
28.85,-4.453006E-02
28.9,-2.041843E-02
28.95,-1.141861E-02
29,1.705094E-02
29.05,3.536109E-02
29.1,7.298775E-03
29.15,-3.368216E-02
29.2,-7.580008E-02
29.25,-0.1227331
29.3,-0.1624557
29.35,-0.1843107
29.4,-0.2189008
29.45,-0.2552065
29.5,-0.2376209
29.55,-0.1806094
29.6,-0.130139
29.65,-0.1018221
29.7,-0.0891495
29.75,-0.116231
29.8,-0.1471992
29.85,-0.1354193
29.9,-0.1099619
29.95,-6.729043E-02
30,-7.334981E-03
30.05,0.05186
30.1,0.1195333
30.15,0.1520423
30.2,0.1580668
30.25,0.1609084
30.3,0.1489915
30.35,0.1354804
30.4,9.545895E-02
30.45,7.822376E-02
30.5,4.076055E-02
30.55,-2.485668E-02
30.6,-5.251193E-02
30.65,-4.165744E-02
30.7,-1.842241E-02
30.75,-3.507979E-02
30.8,-9.416996E-02
30.85,-0.1880644
30.9,-0.2594066
30.95,-0.2860504
31,-0.2628021
31.05,-0.2063476
31.1,-0.1579369
31.15,-0.1254628
31.2,-0.1105555
31.25,-0.1101433
31.3,-0.1463079
31.35,-0.1784815
31.4,-0.2092332
31.45,-0.2408012
31.5,-0.2847992
31.55,-0.310958
31.6,-0.312869
31.65,-0.2931632
31.7,-0.2576852
31.75,-0.2466657
31.8,-0.2548364
31.85,-0.2440234
31.9,-0.1904956
31.95,-0.1784521
32,-0.1799687
32.05,-0.1863598
32.1,-0.201858
32.15,-0.1816491
32.2,-0.1208543
32.25,-6.230913E-02
32.3,-5.641269E-02
32.35,-6.788161E-02
32.4,-0.1007614
32.45,-0.1432261
32.5,-0.1522958
32.55,-0.1424981
32.6,-0.1219264
32.65,-0.1305515
32.7,-0.1663115
32.75,-0.1945314
32.8,-0.1991428
32.85,-0.1755836
32.9,-0.1586149
32.95,-0.1292181
33,-0.1469666
33.05,-0.1737909
33.1,-0.1999363
33.15,-0.2080713
33.2,-0.1892555
33.25,-0.1613164
33.3,-0.1251115
33.35,-0.1054495
33.4,-0.1185825
33.45,-0.142651
33.5,-0.1805222
33.55,-0.1892857
33.6,-0.1648928
33.65,-0.1282388
33.7,-0.1056267
33.75,-0.1206521
33.8,-0.1364811
33.85,-0.1464057
33.9,-0.1544254
33.95,-0.1584892
34,-0.1405289
34.05,-0.1508279
34.1,-0.1754457
34.15,-0.198238
34.2,-0.2047175
34.25,-0.2167696
34.3,-0.2297784
34.35,-0.223772
34.4,-0.2392189
34.45,-0.2854686
34.5,-0.3104821
34.55,-0.3052761
34.6,-0.2979019
34.65,-0.226732
34.7,-0.1386871
34.75,-8.357532E-02
34.8,-7.669469E-02
34.85,-0.1167622
34.9,-0.1546011
34.95,-0.1807435
35,-0.180653
35.05,-0.178246
35.1,-0.1548656
35.15,-0.0855252
35.2,-2.784277E-02
35.25,3.105619E-02
35.3,6.670185E-02
35.35,0.092855
35.4,0.1554523
35.45,0.2275832
35.5,0.324268
35.55,0.3828857
35.6,0.3735886
35.65,0.2958103
35.7,0.2154733
35.75,0.1794466
35.8,0.1310343
35.85,0.122911
35.9,0.1375876
35.95,0.1581049
36,0.1776841
36.05,0.1918169
36.1,0.2447054
36.15,0.2686771
36.2,0.2672231
36.25,0.2811719
36.3,0.2863065
36.35,0.2765144
36.4,0.2498299
36.45,0.257338
36.5,0.2576215
36.55,0.2381722
36.6,0.2230799
36.65,0.2038512
36.7,0.208328
36.75,0.2315448
36.8,0.2664977
36.85,0.2573137
36.9,0.247557
36.95,0.2242841
37,0.2091922
37.05,0.219172
37.1,0.2614597
37.15,0.3108053
37.2,0.356317
37.25,0.3930991
37.3,0.413776
37.35,0.4321909
37.4,0.4159779
37.45,0.4092405
37.5,0.4035538
37.55,0.3923585
37.6,0.378241
37.65,0.3861412
37.7,0.3598959
37.75,0.3124226
37.8,0.3051334
37.85,0.3668596
37.9,0.4238644
37.95,0.496903
38,0.5510137
38.05,0.5937868
38.1,0.6719096
38.15,0.7982401
38.2,0.9376637
38.25,1.036508
38.3,1.100472
38.35,1.098468
38.4,0.9923117
38.45,0.8723711
38.5,0.7333915
38.55,0.6172
38.6,0.539277
38.65,0.511411
38.7,0.5178994
38.75,0.5038396
38.8,0.4918956
38.85,0.4699299
38.9,0.4441039
38.95,0.3964005
39,0.3657585
39.05,0.3396128
39.1,0.3387554
39.15,0.3727163
39.2,0.4336008
39.25,0.5019295
39.3,0.5140283
39.35,0.4751613
39.4,0.4362005
39.45,0.4385828
39.5,0.4759007
39.55,0.5333228
39.6,0.6073666
39.65,0.6367173
39.7,0.6512331
39.75,0.6900017
39.8,0.7171143
39.85,0.7545269
39.9,0.7800415
39.95,0.7993681
40,0.8567445
40.05,0.9396225
40.1,1.0574
40.15,1.158331
40.2,1.226863
40.25,1.231337
40.3,1.187793
40.35,1.179832
40.4,1.159991
40.45,1.151684
40.5,1.145945
40.55,1.139817
40.6,1.123107
40.65,1.0676
40.7,0.9983177
40.75,0.9129673
40.8,0.8618747
40.85,0.8447338
40.9,0.8543283
40.95,0.8549041
41,0.8331943
41.05,0.8477758
41.1,0.8644649
41.15,0.8680828
41.2,0.9148996
41.25,0.9190159
41.3,0.9077199
41.35,0.933224
41.4,0.9801871
41.45,1.006367
41.5,1.047519
41.55,1.220692
41.6,1.464489
41.65,1.747147
41.7,1.983192
41.75,2.075152
41.8,2.058342
41.85,1.98775
41.9,2.533184
41.95,6.717318
42,18.88505
42.05,39.6841
42.1,63.36217
42.15,81.24351
42.2,87.17799
42.25,80.36928
42.3,66.09906
42.35,52.12032
42.4,42.25266
42.45,35.92345
42.5,31.84648
42.55,29.03069
42.6,26.94059
42.65,25.24285
42.7,23.48158
42.75,21.641
42.8,19.58724
42.85,17.2138
42.9,14.5878
42.95,12.10367
43,9.822321
43.05,7.823163
43.1,6.122324
43.15,4.768549
43.2,3.62974
43.25,2.717808
43.3,2.023729
43.35,1.515079
43.4,1.193548
43.45,0.9508188
43.5,0.7595426
43.55,0.681204
43.6,0.6640301
43.65,0.6764436
43.7,0.7291451
43.75,0.7957045
43.8,0.9005203
43.85,0.9740686
43.9,1.060019
43.95,1.191482
44,1.331999
44.05,1.494693
44.1,1.634296
44.15,1.724057
44.2,1.733878
44.25,1.676374
44.3,1.610285
44.35,1.533179
44.4,1.429309
44.45,1.34752
44.5,1.366006
44.55,1.394235
44.6,1.43657
44.65,1.502514
44.7,1.538072
44.75,1.498756
44.8,1.50534
44.85,1.612693
44.9,1.707201
44.95,1.781461
45,1.81852
45.05,1.822524
45.1,1.857486
45.15,1.930635
45.2,1.945628
45.25,1.860633
45.3,1.748592
45.35,1.626983
45.4,1.517477
45.45,1.484267
45.5,1.425794
45.55,1.326763
45.6,1.203998
45.65,1.139003
45.7,1.09687
45.75,1.090569
45.8,1.145206
45.85,1.171632
45.9,1.16025
45.95,1.144795
46,1.177672
46.05,1.277833
46.1,1.344538
46.15,1.391583
46.2,1.387326
46.25,1.390787
46.3,1.344426
46.35,1.314819
46.4,1.292558
46.45,1.272819
46.5,1.304169
46.55,1.432172
46.6,1.670453
46.65,1.898048
46.7,2.120332
46.75,2.250026
46.8,2.303572
46.85,2.375718
46.9,2.409505
46.95,2.42412
47,2.413852
47.05,2.332121
47.1,2.245498
47.15,2.151845
47.2,2.165502
47.25,2.178795
47.3,2.22521
47.35,2.227661
47.4,2.25579
47.45,2.347345
47.5,2.455189
47.55,2.626358
47.6,2.762258
47.65,2.846663
47.7,2.863426
47.75,2.983646
47.8,3.098287
47.85,3.124027
47.9,3.189
47.95,3.161742
48,3.09915
48.05,3.02528
48.1,3.009386
48.15,3.050896
48.2,3.064253
48.25,3.156162
48.3,3.266372
48.35,3.365438
48.4,3.460315
48.45,3.505727
48.5,3.592542
48.55,3.688824
48.6,3.897232
48.65,4.18192
48.7,4.389406
48.75,4.592457
48.8,4.824151
48.85,5.053307
48.9,5.272213
48.95,5.81596
49,6.752974
49.05,8.521432
49.1,12.19934
49.15,19.07096
49.2,29.74719
49.25,43.79381
49.3,58.89765
49.35,72.92725
49.4,84.71542
49.45,94.43632
49.5,101.429
49.55,106.1408
49.6,109.083
49.65,109.6763
49.7,108.8179
49.75,107.0744
49.8,104.1457
49.85,99.97913
49.9,94.7987
49.95,88.80643
50,81.91895
50.05,74.27807
50.1,65.8833
50.15,57.71631
50.2,49.87647
50.25,42.76928
50.3,36.58552
50.35,31.33483
50.4,26.50591
50.45,22.17948
50.5,18.58453
50.55,14.9894
50.6,12.35341
50.65,10.19831
50.7,8.494504
50.75,7.060998
50.8,5.858053
50.85,4.776452
50.9,3.921868
50.95,3.403374
51,2.96484
51.05,2.683683
51.1,2.497879
51.15,2.347855
51.2,2.106881
51.25,1.951807
51.3,1.848694
51.35,1.76986
51.4,1.775776
51.45,1.841717
51.5,1.835449
51.55,1.775013
51.6,1.808043
51.65,1.898343
51.7,2.082901
51.75,2.309015
51.8,2.509617
51.85,2.645481
51.9,2.782022
51.95,2.958893
52,3.16251
52.05,3.303063
52.1,3.441928
52.15,3.595128
52.2,3.64642
52.25,3.741847
52.3,3.829805
52.35,3.996249
52.4,4.154459
52.45,4.248675
52.5,4.188478
52.55,3.951379
52.6,3.708441
52.65,3.440508
52.7,3.429128
52.75,3.329425
52.8,3.179995
52.85,2.956681
52.9,2.713253
52.95,2.494152
53,2.362802
53.05,2.227118
53.1,2.006201
53.15,1.793622
53.2,1.676288
53.25,1.552218
53.3,1.469729
53.35,1.486872
53.4,1.428083
53.45,1.335878
53.5,1.286375
53.55,1.211406
53.6,1.116885
53.65,1.012383
53.7,0.9973552
53.75,0.987054
53.8,0.9702936
53.85,0.9353801
53.9,0.867426
53.95,0.7576934
54,0.6695101
54.05,0.6371654
54.1,0.6271089
54.15,0.6004729
54.2,0.6334178
54.25,0.7084532
54.3,0.7328756
54.35,0.8147536
54.4,0.9007661
54.45,0.9523795
54.5,0.9481354
54.55,0.9672337
54.6,1.018819
54.65,1.038381
54.7,1.117754
54.75,1.224651
54.8,1.341215
54.85,1.429676
54.9,1.523399
54.95,1.617148
55,1.573151
55.05,1.55777
55.1,1.6019
55.15,1.639907
55.2,1.615261
55.25,1.568598
55.3,1.512872
55.35,1.419725
55.4,1.383676
55.45,1.322321
55.5,1.17972
55.55,1.06918
55.6,1.035769
55.65,1.061592
55.7,1.147374
55.75,1.285368
55.8,1.282014
55.85,1.161221
55.9,1.003333
55.95,0.844376
56,0.7423068
56.05,0.7187477
56.1,0.756574
56.15,0.7707892
56.2,0.8110906
56.25,0.8974224
56.3,0.9565227
56.35,0.9745349
56.4,0.955804
56.45,0.9198303
56.5,0.8211094
56.55,0.6993603
56.6,0.6215729
56.65,0.6346367
56.7,0.6078038
56.75,0.6096684
56.8,0.6408402
56.85,0.6406199
56.9,0.6389173
56.95,0.7006845
57,0.7873396
57.05,0.7509183
57.1,0.6844872
57.15,0.6166316
57.2,0.4922674
57.25,0.4349411
57.3,0.4602707
57.35,0.5017557
57.4,0.4984694
57.45,0.451658
57.5,0.3667964
57.55,0.3258841
57.6,0.3330516
57.65,0.3448264
57.7,0.3345998
57.75,0.4094636
57.8,0.4969188
57.85,0.5220432
57.9,0.5041083
57.95,0.4609018
58,0.4232334
58.05,0.4310839
58.1,0.486174
58.15,0.5421016
58.2,0.4680717
58.25,0.4005032
58.3,0.3233366
58.35,0.2554621
58.4,0.2321646
58.45,0.184889
58.5,0.2154932
58.55,0.283486
58.6,0.3683777
58.65,0.4238319
58.7,0.4734111
58.75,0.464661
58.8,0.4333269
58.85,0.4023897
58.9,0.3316726
58.95,0.281681
59,0.2307659
59.05,0.2270157
59.1,0.2266464
59.15,0.2615625
59.2,0.2535868
59.25,0.2404116
59.3,0.2490553
59.35,0.2141755
59.4,0.2096417
59.45,0.2145775
59.5,0.2349028
59.55,0.2587013
59.6,0.3088671
59.65,0.319974
59.7,0.3002042
59.75,0.3014709
59.8,0.3323218
59.85,0.3401304
59.9,0.3449172
59.95,0.3383186
60,0.2693291
60.05,0.1581565
60.1,0.1195289
60.15,0.1198115
60.2,0.1068809
60.25,0.1543361
60.3,0.2844851
60.35,0.3939165
60.4,0.3926896
60.45,0.4590913
60.5,0.4486377
60.55,0.3821403
60.6,0.3705474
60.65,0.3383922
60.7,0.2614743
60.75,0.1716635
60.8,0.1602298
60.85,0.1008578
60.9,6.451267E-02
60.95,4.953725E-02
61,1.096998E-02
61.05,-4.166357E-02
61.1,-3.825086E-02
61.15,1.585866E-02
61.2,5.754759E-02
61.25,5.359287E-02
61.3,1.135966E-02
61.35,-4.746411E-02
61.4,-5.190509E-02
61.45,0.0112675
61.5,0.1017704
61.55,0.1740063
61.6,0.117799
61.65,0.0407985
61.7,-1.049196E-02
61.75,-0.0202431
61.8,6.452517E-03
61.85,0.1211038
61.9,0.2197667
61.95,0.2472084
62,0.2395302
62.05,0.1499555
62.1,8.849349E-02
62.15,6.316441E-02
62.2,8.545046E-02
62.25,0.1045853
62.3,7.572772E-02
62.35,0.0295507
62.4,4.234151E-03
62.45,4.712528E-02
62.5,0.1096487
62.55,0.1669354
62.6,0.2079166
62.65,0.1647552
62.7,0.1403808
62.75,7.207947E-02
62.8,1.604169E-02
62.85,2.175611E-02
62.9,4.623706E-02
62.95,2.758853E-02
63,3.328412E-02
63.05,9.652664E-02
63.1,0.1345529
63.15,0.1803564
63.2,0.2094782
63.25,0.1363229
63.3,5.992056E-02
63.35,5.149563E-02
63.4,8.743082E-02
63.45,9.953691E-02
63.5,9.791009E-02
63.55,8.818146E-02
63.6,7.420707E-02
63.65,0.1180177
63.7,0.1891451
63.75,0.1984078
63.8,0.1255688
63.85,7.181372E-02
63.9,5.174648E-02
63.95,7.353747E-02
64,0.1252677
64.05,0.1582924
64.1,0.1253433
64.15,0.1253433
64.2,0.1253433
64.25,0.1253433
64.3,0.1253433
64.35,0.1253433
64.4,0.1253433
64.45,0.1253433
64.5,0.1253433
64.55,0.1253433
64.6,0.1253433
64.65,0.1253433
64.7,0.1253433
64.75,0.1253433
64.8,0.1253433
64.85,0.1253433
64.9,0.1253433
64.95,0.1253433
65,0.1253433
65.05,0.1253433
65.1,0.1253433
65.15,0.1253433
65.2,0.1253433
65.25,0.1253433
65.3,0.1253433
65.35,0.1253433
65.4,0.1253433
65.45,0.1253433
65.5,0.1253433
65.55,0.1253433
65.6,0.1253433
65.65,0.1253433
65.7,0.1253433
65.75,0.1253433
65.8,0.1253433
65.85,0.1253433
65.9,0.1253433
65.95,0.1253433
66,0.1253433
66.05,0.1253433
66.1,0.1253433
66.15,0.1253433
66.2,0.1253433
66.25,0.1253433
66.3,0.1253433
66.35,0.1253433
66.4,0.1253433
66.45,0.1253433
66.5,0.1253433
66.55,0.1253433
66.6,0.1253433
66.65,0.1253433
66.7,0.1253433
66.75,0.1253433
66.8,0.1253433
66.85,0.1253433
66.9,0.1253433
66.95,0.1253433
67,0.1253433
67.05,0.1253433
67.1,0.1253433
67.15,0.1253433
67.2,0.1253433
67.25,0.1253433
67.3,0.1253433
67.35,0.1253433
67.4,0.1253433
67.45,0.1253433
67.5,0.1253433
67.55,0.1253433
67.6,0.1253433
67.65,0.1253433
67.7,0.1253433
67.75,0.1253433
67.8,0.1253433
67.85,0.1253433
67.9,0.1253433
67.95,0.1253433
68,0.1253433
68.05,0.1253433
68.1,0.1253433
68.15,0.1253433
68.2,0.1253433
68.25,0.1253433
68.3,0.1253433
68.35,0.1253433
68.4,0.1253433
68.45,0.1253433
68.5,0.1253433
68.55,0.1253433
68.6,0.1253433
68.65,0.1253433
68.7,0.1253433
68.75,0.1253433
68.8,0.1253433
68.85,0.1253433
68.9,0.1253433
68.95,0.1253433
69,0.1253433
69.05,0.1253433
69.1,0.1253433
69.15,0.1253433
69.2,0.1253433
69.25,0.1253433
69.3,0.1253433
69.35,0.1253433
69.4,0.1253433
69.45,0.1253433
69.5,0.1253433
69.55,0.1253433
69.6,0.1253433
69.65,0.1253433
69.7,0.1253433
69.75,0.1253433
69.8,0.1253433
69.85,0.1253433
69.9,0.1253433
69.95,0.1253433
 
Alignment,On
